,Title,my_label
1678,Optimization of Green Manufacturing Processes Using Simulation and Modeling,12
1679,Circular Supply Chains: Integrating Sustainability into Production Planning,12
1680,AI for Sustainable Packaging: Optimization of Materials and Manufacturing Processes,12
1681,Design of Closed-Loop Systems for Minimizing Waste in the Chemical Industry,12
1684,Simulation and Optimization of Sustainable Transportation Systems for Urban Areas,12
1685,Analysis of Eco-Efficiency in Industrial Systems Using Life Cycle Costing Methods,12
1687,A Comparative Study of Sustainable Practices in the Automotive Industry,12
1688,Optimization of Logistics and Distribution Networks for Sustainable Transportation,12
1689,Green Chemistry Approaches in Industrial Processes: A Simulation Study,12
1690,Optimization of Packaging Materials to Reduce Environmental Impact in Retail,12
1691,Application of Process Systems Engineering to Sustainable Manufacturing Practices,12
1692,Modeling the Environmental and Economic Impacts of Circular Supply Chains,12
1693,Sustainable Product Lifecycle Management through Advanced Analytics and Optimization,12
1695,Quantitative Assessment of Sustainability Indicators in the Textile Industry,12
1696,Predictive Models for Sustainable Consumption in Retail Markets,12
1697,Optimization of Product Reuse and Recycling in the Consumer Electronics Industry,12
1698,Sustainability Analysis of Biofuel Production: A Systematic Optimization Approach,12
1701,Sustainability and Efficiency Optimization in the Pulp and Paper Industry,12
1702,Circular Economy Principles in the Electronics Industry: Optimization and Modeling,12
1704,The Role of Eco-Innovation in Reducing Resource Consumption in Manufacturing,12
1708,Integration of Sustainability Goals in Industrial Production Scheduling,12
1710,Technoeconomic Feasibility of Green Building Materials in Residential Construction,12
1712,Exploring the Role of Smart Technology in Sustainable Agriculture Practices,12
1713,Designing Closed-Loop Supply Chains for Minimizing Environmental Impact in Retail,12
1714,Computational Modeling of Resource Consumption in Circular Economy Systems,12
1715,AI and IoT for Sustainable Resource Management in Manufacturing,12
1716,Technoeconomic and Environmental Impacts of Sustainable Urban Agriculture,12
1717,Optimization of Manufacturing Processes for Zero Waste Production,12
1719,AI-Based Strategies for Optimizing Waste Recycling in Urban Areas,12
1720,Circular Manufacturing and the Role of Advanced Robotics in Waste Reduction,12
1722,Technoeconomic Assessment of Sustainable Manufacturing Technologies,12
1723,Exploring Sustainable Practices in Mining Operations through Process Optimization,12
1725,Design and Optimization of Sustainable Packaging Solutions for Consumer Products,12
1726,Circular Economy Strategies for Reducing Waste in the Fashion Industry,12
1727,Simulation-Based Optimization of Green Logistics Networks,12
1729,Assessing the Environmental Impacts of Material Substitution in Manufacturing,12
1731,Mathematical Modeling of Sustainability Metrics in the Chemical Industry,12
1733,Using AI to Predict and Optimize Resource Use in Manufacturing Systems,12
1734,Optimization of Resource Recovery in Municipal Solid Waste Systems,12
1735,Technoeconomic Feasibility of Waste Heat Recovery Systems in Industry,12
1736,AI-Based Forecasting for Sustainable Resource Allocation in Agriculture,12
1737,Sustainable Manufacturing Through the Integration of Lean and Green Practices,12
1738,Economic and Environmental Benefits of Sustainable Packaging Solutions,12
1739,Developing Smart Waste Recycling Systems for Sustainable Urban Environments,12
1741,Technoeconomic and Environmental Assessment of Green Construction Materials,12
1743,Technoeconomic and Sustainability Evaluation of Closed-Loop Supply Chains,12
1745,Natural gas decarbonization as tool for greenhouse gases emission control,13
1747,Sustainable business model for climate finance. Key drivers for the commercial banking sector,13
1748,AI-Based Models for Predicting Climate Change Impacts on Urban Areas,13
1750,Technoeconomic Analysis of Carbon Capture and Storage Technologies,13
1751,Predictive Models for Climate Change Risk Assessment in Coastal Areas,13
1753,Optimizing Climate Finance Investments for Sustainable Development,13
1754,Simulation of Climate Change Effects on Agricultural Systems Using AI,13
1757,AI-Based Prediction of Extreme Weather Events Due to Climate Change,13
1758,Modeling the Impact of Climate Change on Urban Air Quality,13
1759,Carbon Pricing Models: A Data-Driven Approach to Reducing Greenhouse Gas Emissions,13
1760,Development of Sustainable Urban Mobility Systems for Reducing Carbon Emissions,13
1762,Circular Economy Solutions for Reducing Carbon Footprint in Manufacturing,13
1763,Optimizing Carbon Footprint Reduction in the Transport Sector Using AI,13
1764,The Role of Electric Vehicles in Reducing CO2 Emissions in Urban Areas,13
1768,AI-Based Climate Change Mitigation Strategies for Industrial Processes,13
1770,The Role of Carbon Footprint Calculators in Corporate Sustainability Reporting,13
1772,Climate Change Adaptation Strategies for Coastal Communities: A Modeling Approach,13
1774,Green Finance and Its Impact on Corporate Climate Strategies,13
1775,Development of Smart Grids for Reducing Greenhouse Gas Emissions,13
1777,Technological Innovations for Reducing Carbon Emissions in the Chemical Industry,13
1778,AI-Based Systems for Monitoring and Reporting Corporate Climate Footprints,13
1779,Using Data Analytics for Enhancing Climate Resilience in Urban Areas,13
1780,The Role of AI in Forecasting and Managing Climate-Related Disasters,13
1781,Carbon-Neutral Urban Development: A Simulation-Based Approach,13
1782,Technoeconomic Modeling of Green Building Practices for Climate Change Mitigation,13
1783,Climate Resilience in Agriculture: AI Models for Sustainable Crop Production,13
1785,Use of Blockchain in Sustainable Climate Finance and Carbon Credit Markets,13
1788,Application of Smart Technologies in Climate Change Mitigation for Transportation,13
1791,Impact of Industrial Waste on Climate Change: A Data-Driven Approach,13
1793,Technoeconomic Evaluation of Green Hydrogen Production for Carbon Reduction,13
1794,Data-Driven Solutions for Climate Change Risk Management in Agriculture,13
1795,Developing Low-Carbon Transportation Infrastructure in Urban Areas,13
1797,Smart Technologies for Climate Adaptation and Resilience in Coastal Cities,13
1799,Carbon Offsetting in the Aviation Industry: Modeling Emission Reduction Strategies,13
1803,Integration of Sustainable Practices in the Construction Sector for Climate Mitigation,13
1805,Predictive Analytics for Reducing Carbon Footprint in the Automotive Industry,13
1806,AI-Based Approaches for Optimizing Resource Utilization in Urban Areas,13
1807,Climate-Smart Agriculture: Modeling Sustainable Farming Practices for Carbon Reduction,13
1808,Sustainable Manufacturing Solutions for Minimizing Greenhouse Gas Emissions,13
1811,Optimization of Public Transport Systems for Reducing CO2 Emissions in Cities,13
1812,Sustainable Practices for Reducing Plastic Waste in the Textile Industry,13
1814,Technoeconomic Modeling of Carbon Capture Utilization and Storage in Industrial Processes,13
1815,Optimization of Supply Chains for Minimizing Carbon Footprints,13
1817,Data-Driven Decision Making for Reducing Environmental Impact in Corporate Operations,13
1818,Modeling the Relationship Between Urbanization and Climate Change Mitigation,13
1819,Development of Sustainable Carbon Trading Systems for Climate Action,13
1821,The Role of Artificial Intelligence in Enhancing Climate Change Mitigation Strategies,13
1822,Integrating AI and IoT for Climate Change Adaptation in Agriculture,13
1824,AI-Based Modeling for Climate Change Impact on the Coastal Ecosystem,13
1825,Assessing the Effectiveness of Climate Change Policies Using Data Analytics,13
1827,Developing Climate Resilience Plans for Urban Areas Using Predictive Analytics,13
1829,AI-Based Solutions for Enhancing Climate Change Adaptation in Low-Income Countries,13
1831,Smart Grid Solutions for Reducing Carbon Emissions in Urban Areas,13
1832,Predictive Modeling of Climate Change Effects on Forest Ecosystems,13
1834,Climate Change Risk Assessment for Coastal Cities: A Simulation Study,13
1836,Green Technology Solutions for Reducing the Environmental Impact of Industrial Systems,13
1837,Blood clot simulation model by using the bond-graph technique,3
1838,Tissue Engineering Scaffolds for 3D Cell Culture,3
1839,An Emotional Model Based on Fuzzy Logic and Social Psychology for a Personal Assistant Robot,3
1841,Modeling the Spread of Infectious Diseases Using Agent-Based Simulation,3
1842,AI-based Decision Support Systems for Heart Disease Diagnosis,3
1843,Simulation of Hemorrhage Dynamics in Human Arteries Using Computational Fluid Dynamics,3
1844,Finite Element Modeling of Bone Fracture Healing Process,3
1845,Optimization of Drug Delivery Systems Using Mathematical Models,3
1846,Mathematical Modeling of the Human Respiratory System for Disease Diagnosis,3
1847,Nanoparticles in Medicine: A Simulation Study for Targeted Drug Delivery,3
1848,Development of a Smart Wearable Device for Real-Time Monitoring of Heart Rate Variability,3
1849,3D-Printed Tissue Scaffolds for Regenerative Medicine Applications,3
1850,Biomechanical Modeling of Joint Prostheses for Improved Surgical Outcomes,3
1851,Predictive Modeling of Epidemic Spread Using Differential Equations,3
1852,Quantum Dots for Cancer Imaging and Targeted Drug Delivery: A Computational Approach,3
1853,Robotic Surgery Systems: Enhancing Precision and Minimizing Risk,3
1854,Mathematical Modeling of Antibody-Antigen Interactions in Immune Response,3
1855,Simulation of Fluid Flow in Human Airways Using Computational Fluid Dynamics,3
1856,A Model for Personalized Cancer Treatment Using Genetic Algorithms,3
1857,Data-Driven Approaches to Predicting Alzheimer’s Disease Progression,3
1858,Optimization of Radiotherapy Treatment Plans Using Mathematical Algorithms,3
1859,Biomechanics of Bone Healing: A Finite Element Analysis Approach,3
1860,Predicting the Impact of Pollution on Human Health Using Geospatial Models,3
1861,Artificial Intelligence for Early Detection of Diabetic Retinopathy,3
1862,Mathematical Models in Tumor Growth Prediction and Treatment Optimization,3
1863,Development of a Computational Model for Understanding Human Metabolism,3
1864,AI in Predicting and Managing Cardiovascular Disease Risk Factors,3
1866,Robust Optimization of Medical Imaging Systems for Accurate Diagnosis,3
1867,Thermodynamic Models for Understanding the Effect of Temperature on Cellular Processes,3
1869,Modeling the Effect of Nanoparticles on Cell Membrane Interactions,3
1870,Design of Smart Prosthetic Limbs Using Mechatronics and Control Theory,3
1871,Biomechanical Simulation of Human Gait for Prosthetic Limb Design,3
1872,Modeling and Simulation of Drug Reactions Using Molecular Dynamics,3
1873,Mathematical Modeling of Infection Spread in Hospital Settings,3
1874,Smart Fabrics for Health Monitoring: A Computational Study,3
1875,Using Artificial Neural Networks to Predict Heart Attack Risk,3
1876,Computational Fluid Dynamics in the Design of Ventilator Systems,3
1877,Modeling the Impact of Air Pollution on Lung Function Using Physics-Based Simulations,3
1878,Simulating Human Body’s Response to External Shocks in Trauma Cases,3
1879,Mathematical Modeling of Neurodegenerative Diseases for Drug Development,3
1880,Development of Real-Time Monitoring Systems for Elderly Health Using IoT,3
1881,Designing Bio-Inspired Prostheses for Enhanced Mobility,3
1882,AI-Driven Personalized Medicine for Cancer Treatment Optimization,3
1883,Simulation of Biomechanical Stress on Organs During Physical Activity,3
1884,Quantum Computing in Medical Diagnostics: A Theoretical Study,3
1885,Physics-Based Modeling of the Human Cardiovascular System,3
1886,Computational Models for Studying the Impact of Drugs on Protein Structures,3
1887,Fuzzy Logic in Modeling the Effectiveness of Vaccination Programs,3
1889,Simulation of the Effect of Environmental Factors on Human Health,3
1890,Modeling the Response of Immune Cells to Viral Infections Using Differential Equations,3
1892,Mathematical Simulation of Tumor Growth and Response to Chemotherapy,3
1893,Simulating the Spread of Contaminants in the Human Body Using Physics Models,3
1894,Design of an AI-Based System for Early Detection of Stroke,3
1895,Predicting the Impact of Nutritional Interventions on Public Health Using Statistical Models,3
1896,Quantum Simulation of Drug Interactions in the Human Body,3
1897,Simulation of Brain-Computer Interface for Medical Applications,3
1898,Design of Optimal Surgical Robots for Minimizing Human Error,3
1899,Mathematical Model for Optimizing the Delivery of Medical Resources During Pandemics,3
1900,Development of a Wearable Device for Monitoring Blood Pressure Using Sensor Networks,3
1901,Computational Fluid Dynamics for Understanding Pulmonary Drug Delivery Systems,3
1903,Simulation of Human Skin for the Design of Medical Wound Healing Products,3
1904,Physics-Based Modeling of Radiation Therapy for Cancer Treatment,3
1905,Simulation of Bioelectric Signals for Personalized Health Care Solutions,3
1907,Simulation of Immune System Response to Vaccines Using Computational Models,3
1908,Designing Wearable Health Devices with Embedded IoT Technology,3
1910,Smart Biosensors for Monitoring Chronic Health Conditions,3
1911,Modeling the Effects of Air Quality on Respiratory Health Using Physics-Based Models,3
1912,Simulation of Blood Flow for Cardiac Risk Assessment,3
1913,AI for Optimizing Drug Formulation in Pharmaceutical Engineering,3
1914,Mathematical Models for Predicting Public Health Outcomes During Pandemics,3
1915,Optimization of Health Care Delivery with Artificial Intelligence,3
1916,Using Physics Simulations to Improve the Efficiency of Medical Imaging Techniques,3
1917,Design of Artificial Organs Using Computational Models,3
1918,Simulation of Human Metabolic Pathways for Drug Discovery,3
1919,AI-Driven Systems for Predicting the Progression of Mental Health Disorders,3
1920,Simulation of Electrocardiogram (ECG) Signals for Cardiac Diagnosis,3
1921,Physics-Based Models for Understanding the Dynamics of Human Blood Flow,3
1922,Mathematical Models for Personalizing Cancer Treatment Protocols,3
1923,Bio-Inspired Algorithms for Improving Prosthetic Limb Design,3
1924,Modeling the Interaction of Antibiotics with Bacterial Cells Using Computational Models,3
1925,Development of Computational Models for Personalized Rehabilitation Therapy,3
1926,The Role of Mathematical Modeling in the Development of Vaccines,3
1927,Physics of Biological Cells: A Computational Modeling Approach,3
1928,AI and IoT Integration for Real-Time Health Monitoring Systems,3
1929,Towards Successful Project-Based Teaching-Learning Experiences in Engineering Education,4
1930,Strategies for Teaching Professional Ethics to IT Engineering Degree Students and Evaluating the Result,4
1931,Student academic performance stochastic simulator based on the Monte Carlo method,4
1932,Development of a Data-Driven Approach for Predicting Student Success in STEM Programs,4
1933,Designing Online Learning Environments Using Human-Computer Interaction Principles,4
1934,Artificial Intelligence in Personalized Learning for Engineering Students,4
1935,Implementing Virtual Reality in Engineering Education for Enhanced Student Engagement,4
1936,Mathematical Modeling of Learning Outcomes in Higher Education Systems,4
1937,Evaluating the Impact of Project-Based Learning on Engineering Student Motivation,4
1938,Design of Interactive Learning Systems for Enhancing Engineering Problem-Solving Skills,4
1939,Use of Computational Tools for Teaching Computational Fluid Dynamics to Engineering Students,4
1940,Simulation-Based Learning: Enhancing Engineering Education with Practical Applications,4
1941,AI-Driven Personalized Educational Pathways for STEM Students,4
1942,Evaluation of E-Learning Platforms in Engineering Education: A Comparative Study,4
1943,Mathematical Models for Measuring Student Engagement in Online Learning Environments,4
1944,Improving Educational Outcomes in Engineering Through Adaptive Learning Systems,4
1945,Optimization of Blended Learning Strategies in Engineering Education,4
1946,Impact of Social Media on Student Learning in Higher Education,4
1947,Robotics in Engineering Education: Teaching Automation through Hands-On Learning,4
1948,Use of Augmented Reality to Enhance Learning Experiences in Engineering Courses,4
1949,Assessing the Effectiveness of Gamification in Engineering Education,4
1950,Statistical Analysis of Student Performance in Project-Based Learning Environments,4
1951,Mathematical Models for Enhancing Teacher-Student Interactions in Classrooms,4
1952,Innovative Methods for Teaching Computational Mathematics in Engineering,4
1953,Use of Simulation Tools in Teaching Advanced Engineering Concepts,4
1954,Exploring the Impact of Flipped Classrooms on Engineering Student Performance,4
1955,Blockchain Technology for Enhancing Educational Credentialing in Engineering,4
1956,Application of Data Science for Analyzing Trends in Engineering Education,4
1957,AI-Based Methods for Predicting Student Retention in Engineering Courses,4
1958,Design of Data-Driven Frameworks for Optimizing Learning Pathways in Engineering Education,4
1959,Physics Simulations for Teaching Advanced Engineering Mechanics,4
1960,Evaluation of Online vs. Traditional Learning for Engineering Students,4
1961,Development of Interactive Educational Software for Engineering Mathematics,4
1962,Use of Data Analytics to Improve Student Performance in Engineering Degrees,4
1963,Implementing Collaborative Learning Approaches in Engineering Education,4
1964,Simulation of Engineering Design Processes for Educational Purposes,4
1965,Machine Learning Algorithms for Analyzing Educational Outcomes in Engineering,4
1966,Enhancing Critical Thinking in Engineering Students Using Computational Models,4
1967,Towards the Integration of Big Data and AI in Engineering Education,4
1968,Using Robotics for STEM Education: A Methodology for Project-Based Learning,4
1969,Mathematical Models for Assessing the Impact of Teaching Methodologies on Student Outcomes,4
1970,Using Artificial Intelligence to Predict Student Success in Engineering Programs,4
1971,Integration of Environmental Sustainability into Engineering Education,4
1972,Designing Engineering Curriculum to Promote Interdisciplinary Learning,4
1973,Impact of Virtual Laboratories on Engineering Students' Conceptual Understanding,4
1974,Predictive Models for Tracking Engineering Students' Academic Performance,4
1975,Mathematical Techniques for Designing Educational Assessment Systems in Engineering,4
1976,The Role of Online Assessments in Engineering Education: A Computational Approach,4
1977,Using Data-Driven Strategies to Enhance Student Learning in Engineering,4
1978,Design of Smart Classrooms for Enhanced Student Interaction in Engineering,4
1979,Using Game Theory to Model Student Interactions in Collaborative Learning Environments,4
1980,Designing Engineering Courses for Maximizing Student Learning Outcomes,4
1981,Application of Knowledge Management Systems in Engineering Education,4
1982,Virtual Reality Applications for Teaching Advanced Engineering Topics,4
1983,Improving Communication Skills of Engineering Students Using Simulation Tools,4
1984,Predicting Student Dropout Rates in Engineering Programs Using Statistical Models,4
1985,Mathematical Optimization Techniques for Educational Resource Allocation,4
1986,AI-Enhanced Classroom Environments for Maximizing Student Engagement,4
1987,Interactive Learning Systems for Enhancing Problem-Solving Skills in Engineering,4
1988,Using Big Data to Analyze Educational Trends in Engineering Schools,4
1989,Evaluation of Peer-Reviewed Learning Models for Engineering Education,4
1990,Teaching Sustainability through Engineering Education: A Simulation-Based Approach,4
1992,Optimizing Educational Software for Teaching Complex Engineering Concepts,4
1993,Impact of Collaborative Online Tools on Engineering Student Learning,4
1994,Data Science for Education: Analyzing Student Learning Outcomes in Engineering,4
1995,Designing the Future of Education: Using AI to Enhance Engineering Courses,4
1996,Engineering Education for Sustainable Development: A Computational Approach,4
1997,Computational Approaches to Enhancing Teacher-Student Interaction in Online Education,4
1998,Data-Driven Educational Systems: Personalized Learning for Engineering Students,4
1999,Physics Simulations for Engineering Education: Bridging Theory and Practice,4
2000,Integrating Artificial Intelligence into Engineering Curriculum Design,4
2001,Big Data for Education: Modeling Learning Pathways for Engineering Students,4
2002,Collaborative Learning in Engineering: A Statistical Approach to Measuring Effectiveness,4
2003,Using Quantum Computing to Enhance Educational Platforms for Engineering Students,4
2004,Mathematical Models for Designing Effective Educational Environments for Engineers,4
2005,Evaluating the Role of Digital Learning Tools in Enhancing Engineering Education,4
2006,Enhancing the Teaching of Complex Systems through Simulation-Based Learning,4
2008,Winery wastewater treatment by sulphate radical based-advanced oxidation processes (SR-AOP): Thermally vs UV-assisted persulphate activation,6
2009,Solar-assisted bacterial disinfection and removal of contaminants of emerging concern by Fe2+-activated HSO5- vs. S2O82- in drinking water,6
2010,Water consumption range prediction in Huelva’s households using classification and regression trees,6
2011,Modeling the Removal of Heavy Metals from Industrial Wastewater Using Electrocoagulation Techniques,6
2012,Optimization of Membrane Filtration for the Removal of Organic Contaminants from Water,6
2013,Development of a Low-Cost Photocatalytic System for Water Purification,6
2014,Simulating Water Quality in Urban Runoff Using Computational Fluid Dynamics,6
2015,Advanced Oxidation Processes for Degradation of Pharmaceuticals in Wastewater,6
2016,Application of Electrochemical Technologies for Wastewater Treatment and Reuse,6
2017,Mathematical Models for Predicting Water Demand in Arid Regions,6
2019,Nano-adsorbents for Removal of Contaminants from Water: A Computational Approach,6
2020,Sustainable Desalination Techniques for Providing Clean Water in Coastal Regions,6
2022,Optimization of Green Infrastructure for Urban Stormwater Management,6
2023,Hydrodynamic Modeling of Contaminant Transport in Aquatic Systems,6
2024,Development of a Smart Water Quality Monitoring System Using IoT,6
2025,Wastewater Reuse for Irrigation: A Simulation Study on Nutrient Recovery,6
2026,Design of Solar-Powered Water Purification Systems for Rural Communities,6
2027,Effectiveness of Constructed Wetlands for Treating Agricultural Runoff,6
2028,AI-Based Models for Monitoring and Managing Groundwater Resources,6
2029,Physicochemical Treatment of Industrial Effluents for Water Reuse,6
2030,Removal of Pharmaceuticals and Personal Care Products from Wastewater Using Adsorption,6
2031,Water-Saving Irrigation Systems for Sustainable Agriculture: A Computational Approach,6
2032,Simulation of Reverse Osmosis Membranes for Desalination Applications,6
2034,Bioremediation of Contaminated Water Using Bacterial and Fungal Strains,6
2035,Mathematical Modeling of Eutrophication in Freshwater Ecosystems,6
2038,Development of Advanced Sensor Networks for Real-Time Water Quality Monitoring,6
2039,Hydrological Modeling for Sustainable Water Resource Management,6
2041,Biofilm-Based Systems for the Removal of Organic Pollutants from Water,6
2042,Predicting Water Contamination Events in Urban Areas Using Data Analytics,6
2043,Development of Eco-Friendly Water Treatment Solutions for Sustainable Development,6
2044,Role of Artificial Intelligence in Predicting and Managing Water Quality,6
2045,Simulation of Integrated Water Resources Management Models for Sustainable Use,6
2046,Use of Advanced Oxidation Processes for the Removal of Cyanide from Industrial Wastewater,6
2047,Water Conservation Technologies for Urban Households: A Simulation Study,6
2048,Design of Low-Cost Water Filtration Systems for Rural Communities,6
2049,Geospatial Analysis of Groundwater Contamination in Agricultural Areas,6
2050,Designing Efficient Water Supply Systems for Rapidly Growing Urban Areas,6
2052,Development of Water Purification Systems Based on Solar and Wind Power,6
2053,AI-Based Solutions for Detecting Water Leakage in Distribution Networks,6
2054,Optimization of Wastewater Treatment Plants Using Computational Fluid Dynamics,6
2055,Modeling the Impact of Agriculture on Water Quality in Watersheds,6
2056,Treatment of Industrial Effluents Using Membrane Bioreactors,6
2057,Desalination Technologies: A Mathematical Modeling Approach,6
2058,Assessment of Water Pollutants in Aquatic Ecosystems Using Computational Tools,6
2062,Solar-Powered Desalination Systems for Remote Communities,6
2063,Development of Cost-Effective Water Treatment Systems Using Natural Materials,6
2064,Numerical Simulation of Water Flow and Contaminant Transport in Aquifers,6
2065,Mathematical Models for Assessing Water Pollution Risks in Coastal Zones,6
2066,Biodegradation of Organic Pollutants in Wastewater Using Microbial Communities,6
2067,Design of Integrated Water Treatment Systems for Rural Areas Using Low-Cost Materials,6
2068,Wastewater Treatment Using Phytoremediation: A Computational Approach,6
2069,Effectiveness of Constructed Wetlands in Removing Heavy Metals from Water,6
2070,Advanced Filtration Techniques for Removing Pharmaceuticals from Drinking Water,6
2073,Optimizing the Use of Recycled Water in Industrial Applications,6
2074,Enhancing Water Purification Technologies with Nanotechnology Solutions,6
2075,Impact of Water Conservation Policies on Urban Water Supply Systems,6
2076,Design of Water Treatment Systems for Mitigating the Effects of Industrial Pollution,6
2077,Mathematical Models for Forecasting Water Demand in Urban Areas,6
2078,Sustainable Treatment of Mining Effluents Using Bioengineering Solutions,6
2079,Mathematical Models for Simulating the Behavior of Contaminants in River Water,6
2080,Use of Remote Sensing and GIS for Water Resource Management,6
2081,Advanced Water Purification Systems Using Bio-inspired Membranes,6
2082,Impact of Agricultural Practices on Water Quality: A Computational Study,6
2083,Optimization of Water Purification Processes Using Computational Fluid Dynamics,6
2084,Design of Smart Irrigation Systems for Efficient Water Use in Agriculture,6
2085,Desalination and Water Reuse Technologies for Sustainable Urban Development,6
2086,"Modelling and forecasting fossil fuels, CO2 and electricity prices and their volatilities",7
2087,Study of a Nordic BWR containment and suppression pool behavior during a LOCA with GOTHIC 8.1,7
2088,Performance model and annual yield comparison of parabolic-trough solar thermal power plants with either nitrogen or synthetic oil as heat transfer fluid,7
2089,Optimization of Wind Turbine Performance Using Computational Fluid Dynamics,7
2090,Solar Power Generation Efficiency: A Comparative Study of Photovoltaic and Concentrated Solar Systems,7
2091,Modeling and Analysis of Hybrid Renewable Energy Systems for Remote Areas,7
2092,Geothermal Energy Extraction and Modeling for Sustainable Power Generation,7
2093,Development of Energy Storage Systems for Efficient Use of Renewable Energy,7
2095,Modeling of Heat Transfer Systems for Enhanced Efficiency in Solar Thermal Power Plants,7
2096,Analysis of Energy Consumption in Smart Cities Using IoT-based Data Analytics,7
2097,Optimizing the Efficiency of Gas Turbines in Combined Cycle Power Plants,7
2098,Thermodynamic Models for Improved Performance of Heat Exchanger Systems,7
2099,Mathematical Optimization of Microgrid Operation for Renewable Energy Integration,7
2100,Modeling and Simulation of Energy Demand in Industrial Systems,7
2101,Performance Analysis of Hybrid Solar-Wind Energy Systems for Residential Power Generation,7
2102,Development of Smart Grid Systems Using Distributed Energy Resources,7
2103,Thermal Storage Systems for Solar Energy: A Simulation Study,7
2104,Optimization of Renewable Energy Integration into National Power Grids,7
2105,Energy Harvesting Techniques for Sustainable Power Generation,7
2106,Computational Fluid Dynamics in the Design of Offshore Wind Turbines,7
2107,Study of Biomass Energy Production and Its Environmental Impact,7
2108,Energy Management and Optimization in Electric Vehicle Charging Stations,7
2109,Advances in Nuclear Fusion Energy: A Modeling Approach,7
2110,Comparative Analysis of Solar Panel Efficiency under Different Climatic Conditions,7
2111,Modeling of Battery Storage Systems for Peak Load Shaving in Power Grids,7
2112,Performance Analysis of Microturbines in Combined Heat and Power Systems,7
2113,Optimization of Photovoltaic System Sizing Using Genetic Algorithms,7
2114,Artificial Intelligence for Predicting Energy Consumption in Buildings,7
2115,Development of Low-Cost Wind Turbine Designs for Off-Grid Power Generation,7
2116,Energy Demand Forecasting Using Time Series Models,7
2117,Advanced Energy Storage Systems for Electric Vehicles: A Computational Approach,7
2118,Modeling and Simulation of Hydrogen Fuel Cells for Power Generation,7
2119,Efficiency Improvement of Combined Heat and Power Systems Using AI Algorithms,7
2120,Investigation of Superconducting Magnetic Energy Storage for Renewable Integration,7
2121,Optimization of Solar Power Plant Operation Using Predictive Models,7
2122,AI-Driven Optimization for Demand Response in Smart Grids,7
2123,Performance Modeling of Biogas Power Plants Using Computational Fluid Dynamics,7
2124,Thermodynamic Modeling of Ocean Thermal Energy Conversion Systems,7
2125,Development of Green Hydrogen Production Technologies Using Renewable Energy,7
2127,Design of Energy-Efficient Buildings Using Passive Solar Heating Models,7
2128,Optimization of Wind Farm Layouts for Maximum Energy Generation,7
2130,Impact of Solar Radiation on the Performance of Concentrated Solar Power Plants,7
2131,Energy Efficiency Models for Industrial HVAC Systems,7
2132,Optimization of Hybrid Solar-Wind Power Systems for Rural Electrification,7
2133,AI-Based Solutions for Predicting and Reducing Energy Consumption in Buildings,7
2134,Energy Efficiency in Desalination Systems Using Renewable Energy,7
2135,Simulation of Energy Consumption in Transportation Systems Using AI Models,7
2136,Design of Sustainable Energy Solutions for Urban Areas Using Solar and Wind,7
2137,Development of Smart Metering Systems for Energy Management in Households,7
2138,Thermal Energy Storage in Molten Salt Systems for Solar Power Plants,7
2139,Optimization of Electricity Generation in Hydroelectric Plants Using Computational Models,7
2140,Computational Models for Energy-Efficient Manufacturing Systems,7
2141,Study of Energy Efficiency in Electric Motors: A Simulation Approach,7
2142,Energy Analysis of Vertical Axis Wind Turbines for Urban Environments,7
2143,Simulation and Optimization of Wind-Solar Hybrid Systems for Rural Electrification,7
2144,Mathematical Modeling of Energy Storage Systems for Peak Load Shaving,7
2145,Modeling and Simulation of Geothermal Energy Systems for Residential Use,7
2146,Performance Optimization of Combined Heat and Power Systems in Industrial Applications,7
2147,Data-Driven Approaches for Optimizing Renewable Energy Systems,7
2148,Design of Energy-Efficient Smart Lighting Systems for Urban Areas,7
2149,Artificial Intelligence for Optimal Operation of Hybrid Renewable Energy Systems,7
2150,Geospatial Modeling for Identifying Potential Sites for Wind Energy Generation,7
2151,Thermal and Electrical Energy Optimization in Buildings Using Smart Sensors,7
2152,Simulation of Biomass Gasification Systems for Efficient Power Generation,7
2153,Modeling and Optimization of Energy Storage Systems Using Lithium-Ion Batteries,7
2154,Modeling Energy Production from Floating Solar Farms: A Simulation Study,7
2155,Design of Autonomous Energy Management Systems for Smart Homes,7
2156,Impact of Energy Efficiency Policies on Industrial Energy Consumption: A Simulation Study,7
2157,Mathematical Models for Assessing the Efficiency of Energy Conversion Systems,7
2158,Energy Demand Response Optimization in Smart Grids Using AI,7
2159,Simulation of Smart Grid Technologies for Improved Energy Distribution,7
2162,Modeling the Efficiency of Hydrogen Production through Electrolysis,7
2163,AI-Based Modeling of Thermal Power Plant Efficiency,7
2167,Thermodynamic Modeling of Stirling Engines for Solar Power Generation,7
2168,Artificial Intelligence in Optimizing Wind Power Generation Forecasting Models,7
2169,Design of Biogas Power Plants for Sustainable Energy Production,7
2171,Impact of Urbanization on Renewable Energy Consumption Patterns,7
2172,Modeling the Impact of Solar Energy Adoption on National Power Grids,7
2173,AI-Based Solutions for Load Forecasting in Smart Grids,7
2174,Energy Optimization of Power Grids Using Demand-Side Management Techniques,7
2176,Sustainable Energy Systems: A Hybrid Approach for Renewable Energy Integration,7
2177,Computational Fluid Dynamics in the Design of Offshore Renewable Energy Systems,7
2178,Data-Driven Forecasting of Electricity Demand and Supply for Smart Grids,7
